holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,283.82,0,0,90,Clouds,overcast clouds,2013-05-24 00:00:00,705
None,283.01,0,0,1,Clear,sky is clear,2013-05-24 01:00:00,414
None,282.26,0,0,1,Clear,sky is clear,2013-05-24 02:00:00,325
None,281.64,0,0,1,Clear,sky is clear,2013-05-24 03:00:00,389
None,281.07,0,0,1,Clear,sky is clear,2013-05-24 04:00:00,744
None,280.4,0,0,1,Clear,sky is clear,2013-05-24 05:00:00,2570
None,279.95,0,0,1,Clear,sky is clear,2013-05-24 06:00:00,5234
None,279.89,0,0,1,Clear,sky is clear,2013-05-24 07:00:00,6372
None,280.5,0,0,1,Clear,sky is clear,2013-05-24 08:00:00,5568
None,281.42,0,0,1,Clear,sky is clear,2013-05-24 09:00:00,4971
None,282.64,0,0,1,Clear,sky is clear,2013-05-24 10:00:00,4658
None,284.41,0,0,1,Clear,sky is clear,2013-05-24 11:00:00,5090
None,285.49,0,0,1,Clear,sky is clear,2013-05-24 12:00:00,5368
None,287.19,0,0,1,Clear,sky is clear,2013-05-24 13:00:00,5282
None,288.33,0,0,1,Clear,sky is clear,2013-05-24 14:00:00,5550
None,289.17,0,0,1,Clear,sky is clear,2013-05-24 15:00:00,5760
None,289.9,0,0,1,Clear,sky is clear,2013-05-24 16:00:00,5559
None,290.41,0,0,5,Clear,sky is clear,2013-05-24 17:00:00,4896
None,290.68,0,0,1,Clear,sky is clear,2013-05-24 18:00:00,4127
None,290.35,0,0,1,Clear,sky is clear,2013-05-24 19:00:00,3322
None,289.37,0,0,1,Clear,sky is clear,2013-05-24 20:00:00,2833
None,287.47,0,0,1,Clear,sky is clear,2013-05-24 21:00:00,2738
None,285.62,0,0,1,Clear,sky is clear,2013-05-24 22:00:00,2358
None,284.06,0,0,1,Clear,sky is clear,2013-05-24 23:00:00,1673
None,282.84,0,0,1,Clear,sky is clear,2013-05-25 00:00:00,1030
None,281.79,0,0,1,Clear,sky is clear,2013-05-25 01:00:00,706
None,280.93,0,0,1,Clear,sky is clear,2013-05-25 02:00:00,516
None,279.9,0,0,1,Clear,sky is clear,2013-05-25 03:00:00,323
None,278.64,0,0,1,Clear,sky is clear,2013-05-25 04:00:00,366
None,277.65,0,0,1,Clear,sky is clear,2013-05-25 05:00:00,663
None,277.09,0,0,1,Clear,sky is clear,2013-05-25 06:00:00,1231
None,278.24,0,0,1,Clear,sky is clear,2013-05-25 07:00:00,1748
None,281.32,0,0,1,Clear,sky is clear,2013-05-25 08:00:00,2409
None,284.01,0,0,1,Clear,sky is clear,2013-05-25 09:00:00,3153
None,285.89,0,0,1,Clear,sky is clear,2013-05-25 10:00:00,3534
None,288.05,0,0,1,Clear,sky is clear,2013-05-25 11:00:00,3784
None,289.3,0,0,1,Clear,sky is clear,2013-05-25 12:00:00,4358
None,290.56,0,0,1,Clear,sky is clear,2013-05-25 13:00:00,4537
None,291.46,0,0,1,Clear,sky is clear,2013-05-25 14:00:00,4023
None,292.21,0,0,1,Clear,sky is clear,2013-05-25 15:00:00,4047
None,292.58,0,0,75,Clouds,broken clouds,2013-05-25 16:00:00,3980
None,292.34,0,0,90,Clouds,overcast clouds,2013-05-25 17:00:00,3621
None,291.87,0,0,40,Clouds,scattered clouds,2013-05-25 18:00:00,3415
None,291.3,0,0,75,Clouds,broken clouds,2013-05-25 19:00:00,3019
None,289.83,0,0,90,Rain,moderate rain,2013-05-25 20:00:00,2458
None,288.7,0,0,90,Rain,moderate rain,2013-05-25 21:00:00,2631
None,287.38,0,0,90,Rain,light rain,2013-05-25 22:00:00,2491
None,287.38,0,0,90,Thunderstorm,proximity thunderstorm with drizzle,2013-05-25 22:00:00,2491
None,287.38,0,0,90,Thunderstorm,proximity thunderstorm with rain,2013-05-25 22:00:00,2491
None,286.36,0,0,90,Rain,light rain,2013-05-25 23:00:00,1875
None,286.36,0,0,90,Rain,moderate rain,2013-05-25 23:00:00,1875
None,285.72,0,0,90,Rain,moderate rain,2013-05-26 00:00:00,1208
None,285.72,0,0,90,Rain,light rain,2013-05-26 00:00:00,1208
None,285.22,0,0,90,Rain,light rain,2013-05-26 01:00:00,768
None,285.22,0,0,90,Drizzle,light intensity drizzle,2013-05-26 01:00:00,768
None,284.93,0,0,90,Clouds,overcast clouds,2013-05-26 02:00:00,566
None,284.69,0,0,90,Rain,light rain,2013-05-26 03:00:00,364
None,284.64,0,0,90,Clouds,overcast clouds,2013-05-26 04:00:00,255
None,284.62,0,0,90,Clouds,overcast clouds,2013-05-26 05:00:00,474
None,284.66,0,0,90,Clouds,overcast clouds,2013-05-26 06:00:00,795
None,284.98,0,0,90,Clouds,overcast clouds,2013-05-26 07:00:00,1015
None,285.47,0,0,90,Clouds,overcast clouds,2013-05-26 08:00:00,1549
None,286.06,0,0,90,Clouds,overcast clouds,2013-05-26 09:00:00,2206
None,286.91,0,0,90,Clouds,overcast clouds,2013-05-26 10:00:00,2963
None,288.2,0,0,90,Clouds,overcast clouds,2013-05-26 11:00:00,3192
None,289,0,0,90,Clouds,overcast clouds,2013-05-26 12:00:00,3414
None,289.15,0,0,75,Clouds,broken clouds,2013-05-26 13:00:00,3564
None,288.99,0,0,90,Clouds,overcast clouds,2013-05-26 14:00:00,3637
None,289.06,0,0,90,Clouds,overcast clouds,2013-05-26 15:00:00,3588
None,288.64,0,0,90,Clouds,overcast clouds,2013-05-26 16:00:00,3464
None,288.57,0,0,90,Clouds,overcast clouds,2013-05-26 17:00:00,3180
None,288.6,0,0,90,Clouds,overcast clouds,2013-05-26 18:00:00,2912
None,287.93,0,0,90,Clouds,overcast clouds,2013-05-26 19:00:00,2587
None,287.31,0,0,90,Clouds,overcast clouds,2013-05-26 20:00:00,2310
None,286.95,0,0,90,Clouds,overcast clouds,2013-05-26 21:00:00,2242
None,286.77,0,0,90,Clouds,overcast clouds,2013-05-26 22:00:00,1895
None,286.55,0,0,90,Clouds,overcast clouds,2013-05-26 23:00:00,1452
Memorial Day,286.37,0,0,90,Clouds,overcast clouds,2013-05-27 00:00:00,863
None,285.99,0,0,90,Clouds,overcast clouds,2013-05-27 01:00:00,514
None,285.66,0,0,90,Clouds,overcast clouds,2013-05-27 02:00:00,427
None,285.26,0,0,90,Clouds,overcast clouds,2013-05-27 03:00:00,268
None,284.77,0,0,75,Clouds,broken clouds,2013-05-27 04:00:00,264
None,284.39,0,0,75,Clouds,broken clouds,2013-05-27 05:00:00,492
None,284.37,0,0,90,Clouds,overcast clouds,2013-05-27 06:00:00,857
None,284.42,0,0,40,Clouds,scattered clouds,2013-05-27 07:00:00,943
None,284.84,0,0,90,Clouds,overcast clouds,2013-05-27 08:00:00,1111
None,285.17,0,0,90,Clouds,overcast clouds,2013-05-27 09:00:00,1649
None,286.04,0,0,90,Clouds,overcast clouds,2013-05-27 10:00:00,2238
None,286.79,0,0,90,Clouds,overcast clouds,2013-05-27 11:00:00,2745
None,286.94,0,0,90,Clouds,overcast clouds,2013-05-27 12:00:00,3265
None,286.81,0,0,90,Clouds,overcast clouds,2013-05-27 13:00:00,3436
None,286.62,0,0,90,Clouds,overcast clouds,2013-05-27 14:00:00,3712
None,286.45,0,0,90,Clouds,overcast clouds,2013-05-27 15:00:00,3812
None,286.69,0,0,90,Clouds,overcast clouds,2013-05-27 16:00:00,3648
None,287.08,0,0,90,Clouds,overcast clouds,2013-05-27 17:00:00,3473
None,287.38,0,0,90,Clouds,overcast clouds,2013-05-27 18:00:00,3371
None,287.76,0,0,90,Clouds,overcast clouds,2013-05-27 19:00:00,2880
None,287.64,0,0,90,Clouds,overcast clouds,2013-05-27 20:00:00,2539
None,287.55,0,0,90,Clouds,overcast clouds,2013-05-27 21:00:00,2183
None,287.47,0,0,90,Clouds,overcast clouds,2013-05-27 22:00:00,1542
None,287.59,0,0,90,Clouds,overcast clouds,2013-05-27 23:00:00,975
None,287.31,0,0,90,Clouds,overcast clouds,2013-05-28 00:00:00,527
None,287.13,0,0,90,Clouds,overcast clouds,2013-05-28 01:00:00,345
None,287.01,0,0,90,Clouds,overcast clouds,2013-05-28 02:00:00,268
None,286.92,0,0,90,Clouds,overcast clouds,2013-05-28 03:00:00,336
None,286.73,0,0,90,Clouds,overcast clouds,2013-05-28 04:00:00,716
None,286.48,0,0,90,Clouds,overcast clouds,2013-05-28 05:00:00,2714
None,286.36,0,0,90,Clouds,overcast clouds,2013-05-28 06:00:00,5828
None,285.9,0,0,90,Mist,mist,2013-05-28 08:00:00,6195
None,285.59,0,0,90,Mist,mist,2013-05-28 09:00:00,4904
None,285.59,0,0,90,Rain,light rain,2013-05-28 09:00:00,4904
None,285.86,0,0,90,Mist,mist,2013-05-28 10:00:00,4286
None,286.26,0,0,90,Haze,haze,2013-05-28 11:00:00,4472
None,287.65,0,0,90,Clouds,overcast clouds,2013-05-28 12:00:00,4749
None,287.98,0,0,90,Clouds,overcast clouds,2013-05-28 13:00:00,4848
None,288.29,0,0,90,Clouds,overcast clouds,2013-05-28 14:00:00,5395
None,288.44,0,0,90,Clouds,overcast clouds,2013-05-28 15:00:00,5867
None,288.51,0,0,75,Clouds,broken clouds,2013-05-28 16:00:00,6658
None,288.23,0,0,90,Clouds,overcast clouds,2013-05-28 17:00:00,6040
None,287.91,0,0,90,Rain,light rain,2013-05-28 18:00:00,4277
None,287.91,0,0,90,Mist,mist,2013-05-28 18:00:00,4277
None,287.54,0,0,90,Rain,light rain,2013-05-28 19:00:00,3117
None,287.21,0,0,90,Clouds,overcast clouds,2013-05-28 20:00:00,2639
None,286.91,0,0,90,Mist,mist,2013-05-28 21:00:00,2404
None,286.53,0,0,90,Rain,light rain,2013-05-28 22:00:00,1656
None,286.53,0,0,90,Mist,mist,2013-05-28 22:00:00,1656
None,286.53,0,0,90,Drizzle,drizzle,2013-05-28 22:00:00,1656
None,286.39,0,0,90,Mist,mist,2013-05-28 23:00:00,1032
None,286.19,0,0,90,Clouds,overcast clouds,2013-05-29 00:00:00,561
None,285.77,0,0,90,Clouds,overcast clouds,2013-05-29 01:00:00,373
None,285.53,0,0,90,Clouds,overcast clouds,2013-05-29 02:00:00,243
None,285.03,0,0,90,Drizzle,light intensity drizzle,2013-05-29 04:00:00,757
None,284.92,0,0,90,Mist,mist,2013-05-29 05:00:00,2800
None,284.9,0,0,90,Mist,mist,2013-05-29 06:00:00,6166
None,284.96,0,0,90,Drizzle,heavy intensity drizzle,2013-05-29 07:00:00,7068
None,285.08,0,0,90,Mist,mist,2013-05-29 08:00:00,6271
None,285.25,0,0,90,Rain,light rain,2013-05-29 09:00:00,5195
None,285.25,0,0,90,Mist,mist,2013-05-29 09:00:00,5195
None,285.69,0,0,90,Rain,light rain,2013-05-29 10:00:00,4501
None,285.69,0,0,90,Mist,mist,2013-05-29 10:00:00,4501
None,286.3,0,0,90,Rain,light rain,2013-05-29 11:00:00,4811
None,286.3,0,0,90,Mist,mist,2013-05-29 11:00:00,4811
None,286.57,0,0,90,Mist,mist,2013-05-29 12:00:00,4899
None,286.64,0,0,90,Mist,mist,2013-05-29 13:00:00,5050
None,286.99,0,0,90,Rain,light rain,2013-05-29 14:00:00,5556
None,286.99,0,0,90,Mist,mist,2013-05-29 14:00:00,5556
None,286.99,0,0,90,Drizzle,light intensity drizzle,2013-05-29 14:00:00,5556
None,287.28,0,0,90,Rain,light rain,2013-05-29 15:00:00,6016
None,287.28,0,0,90,Mist,mist,2013-05-29 15:00:00,6016
None,287.74,0,0,90,Clouds,overcast clouds,2013-05-29 16:00:00,6267
None,288.03,0,0,90,Clouds,overcast clouds,2013-05-29 17:00:00,6538
None,288.01,0,0,90,Clouds,overcast clouds,2013-05-29 18:00:00,4904
None,288.07,0,0,90,Clouds,overcast clouds,2013-05-29 19:00:00,3221
None,288.07,0,0,90,Clouds,overcast clouds,2013-05-29 20:00:00,2828
None,287.78,0,0,90,Clouds,overcast clouds,2013-05-29 21:00:00,2617
None,287.54,0,0,90,Clouds,overcast clouds,2013-05-29 22:00:00,1800
None,287.4,0,0,90,Mist,mist,2013-05-29 23:00:00,1005
None,287.44,0,0,90,Mist,mist,2013-05-30 00:00:00,539
None,287.31,0,0,90,Mist,mist,2013-05-30 01:00:00,369
None,287.31,0,0,90,Mist,mist,2013-05-30 02:00:00,250
None,287.2,0,0,90,Clouds,overcast clouds,2013-05-30 03:00:00,360
None,287.04,0,0,90,Mist,mist,2013-05-30 04:00:00,777
None,286.41,0,0,40,Mist,mist,2013-05-30 05:00:00,2795
None,285.9,0,0,40,Mist,mist,2013-05-30 06:00:00,5579
None,286.13,0,0,75,Mist,mist,2013-05-30 07:00:00,3711
None,286.13,0,0,75,Fog,fog,2013-05-30 07:00:00,3711
None,286.87,0,0,90,Mist,mist,2013-05-30 08:00:00,5902
None,289.03,0,0,40,Mist,mist,2013-05-30 09:00:00,5303
None,290.79,0,0,75,Clouds,broken clouds,2013-05-30 10:00:00,4359
None,292.6,0,0,75,Clouds,broken clouds,2013-05-30 11:00:00,4784
None,294.27,0,0,90,Clouds,overcast clouds,2013-05-30 12:00:00,4933
None,295.18,0,0,75,Clouds,broken clouds,2013-05-30 13:00:00,5155
None,296.08,0,0,75,Clouds,broken clouds,2013-05-30 14:00:00,5634
None,296,0,0,90,Clouds,overcast clouds,2013-05-30 15:00:00,6414
None,295.04,0,0,90,Rain,light rain,2013-05-30 16:00:00,6778
None,295.04,0,0,90,Mist,mist,2013-05-30 16:00:00,6778
None,295.62,0,0,90,Rain,moderate rain,2013-05-30 17:00:00,6591
None,295.62,0,0,90,Mist,mist,2013-05-30 17:00:00,6591
None,295.62,0,0,90,Rain,light rain,2013-05-30 17:00:00,6591
None,295.84,0,0,75,Clouds,broken clouds,2013-05-30 18:00:00,4855
None,295.46,0,0,40,Clouds,scattered clouds,2013-05-30 19:00:00,3479
None,294.76,0,0,40,Clouds,scattered clouds,2013-05-30 20:00:00,3109
None,293.78,0,0,75,Clouds,broken clouds,2013-05-30 21:00:00,2746
None,292.87,0,0,90,Clouds,overcast clouds,2013-05-30 22:00:00,2157
None,292.07,0,0,90,Thunderstorm,proximity thunderstorm,2013-05-30 23:00:00,1311
None,292.07,0,0,90,Rain,light rain,2013-05-30 23:00:00,1311
None,292.07,0,0,90,Mist,mist,2013-05-30 23:00:00,1311
None,291.39,0,0,90,Thunderstorm,thunderstorm with light rain,2013-05-31 00:00:00,741
None,291.39,0,0,90,Mist,mist,2013-05-31 00:00:00,741
None,291.39,0,0,90,Rain,light rain,2013-05-31 00:00:00,741
None,291.39,0,0,90,Thunderstorm,thunderstorm with heavy rain,2013-05-31 00:00:00,741
None,291.39,0,0,90,Thunderstorm,proximity thunderstorm,2013-05-31 00:00:00,741
None,291,0,0,90,Rain,light rain,2013-05-31 01:00:00,480
None,291,0,0,90,Rain,moderate rain,2013-05-31 01:00:00,480
None,290.88,0,0,90,Rain,moderate rain,2013-05-31 02:00:00,339
None,290.88,0,0,90,Thunderstorm,proximity thunderstorm,2013-05-31 02:00:00,339
None,290.88,0,0,90,Rain,heavy intensity rain,2013-05-31 02:00:00,339
None,290.88,0,0,90,Mist,mist,2013-05-31 02:00:00,339
None,290.88,0,0,90,Rain,light rain,2013-05-31 02:00:00,339
None,291.11,0,0,40,Thunderstorm,proximity thunderstorm,2013-05-31 03:00:00,373
None,291.11,0,0,40,Rain,light rain,2013-05-31 03:00:00,373
None,291.39,0,0,75,Clouds,broken clouds,2013-05-31 04:00:00,743
None,291.53,0,0,1,Clear,sky is clear,2013-05-31 05:00:00,2665
None,291.81,0,0,1,Clear,sky is clear,2013-05-31 06:00:00,5868
None,292.24,0,0,1,Rain,light rain,2013-05-31 07:00:00,6653
None,293.02,0,0,75,Clouds,broken clouds,2013-05-31 08:00:00,5974
None,294.23,0,0,90,Clouds,overcast clouds,2013-05-31 09:00:00,5412
None,294.83,0,0,90,Rain,light rain,2013-05-31 10:00:00,4929
None,294.44,0,0,90,Rain,light rain,2013-05-31 11:00:00,5220
None,294.7,0,0,90,Clouds,overcast clouds,2013-05-31 12:00:00,5591
None,294.84,0,0,75,Clouds,broken clouds,2013-05-31 13:00:00,5635
None,295.32,0,0,90,Clouds,overcast clouds,2013-05-31 14:00:00,5915
None,296.35,0,0,90,Clouds,overcast clouds,2013-05-31 15:00:00,6175
None,297.19,0,0,90,Clouds,overcast clouds,2013-05-31 16:00:00,6273
None,296.51,0,0,75,Clouds,broken clouds,2013-05-31 17:00:00,6075
None,295.2,0,0,90,Rain,heavy intensity rain,2013-05-31 18:00:00,5015
None,295.2,0,0,90,Mist,mist,2013-05-31 18:00:00,5015
None,295.2,0,0,90,Rain,light rain,2013-05-31 18:00:00,5015
None,294.28,0,0,75,Rain,heavy intensity rain,2013-05-31 19:00:00,3854
None,294.01,0,0,75,Clouds,broken clouds,2013-05-31 20:00:00,3256
None,293.53,0,0,90,Clouds,overcast clouds,2013-05-31 21:00:00,3160
None,292.41,0,0,90,Clouds,overcast clouds,2013-05-31 22:00:00,2636
None,291.88,0,0,40,Clouds,scattered clouds,2013-05-31 23:00:00,1820
None,291.54,0,0,40,Clouds,scattered clouds,2013-06-01 00:00:00,1116
None,291.27,0,0,40,Thunderstorm,proximity thunderstorm,2013-06-01 01:00:00,761
None,290.99,0,0,90,Thunderstorm,thunderstorm with heavy rain,2013-06-01 02:00:00,557
None,290.99,0,0,90,Mist,mist,2013-06-01 02:00:00,557
None,290.99,0,0,90,Thunderstorm,thunderstorm,2013-06-01 02:00:00,557
None,290.99,0,0,90,Rain,light rain,2013-06-01 02:00:00,557
None,290.99,0,0,90,Thunderstorm,thunderstorm with light rain,2013-06-01 02:00:00,557
None,290.46,0,0,40,Rain,light rain,2013-06-01 03:00:00,438
None,290,0,0,1,Clear,sky is clear,2013-06-01 04:00:00,421
None,289.84,0,0,1,Clear,sky is clear,2013-06-01 05:00:00,807
None,289.63,0,0,1,Clear,sky is clear,2013-06-01 06:00:00,1567
None,289.67,0,0,1,Clear,sky is clear,2013-06-01 07:00:00,2430
None,290.31,0,0,1,Clear,sky is clear,2013-06-01 08:00:00,3281
None,291.81,0,0,40,Clouds,scattered clouds,2013-06-01 09:00:00,3954
None,293.23,0,0,1,Clear,sky is clear,2013-06-01 10:00:00,4694
None,294.76,0,0,1,Clear,sky is clear,2013-06-01 11:00:00,4975
None,296.03,0,0,40,Clouds,scattered clouds,2013-06-01 12:00:00,4813
None,297.07,0,0,1,Clear,sky is clear,2013-06-01 13:00:00,4622
None,297.44,0,0,40,Clouds,scattered clouds,2013-06-01 14:00:00,4647
None,297.43,0,0,75,Clouds,broken clouds,2013-06-01 15:00:00,4768
None,297.03,0,0,75,Clouds,broken clouds,2013-06-01 16:00:00,4412
None,296.88,0,0,90,Clouds,overcast clouds,2013-06-01 17:00:00,4382
None,296.54,0,0,90,Clouds,overcast clouds,2013-06-01 18:00:00,3945
None,295.07,0,0,90,Rain,moderate rain,2013-06-01 19:00:00,3276
None,293.22,0,0,20,Clouds,few clouds,2013-06-01 20:00:00,2886
None,292.3,0,0,75,Clouds,broken clouds,2013-06-01 21:00:00,2902
None,291.43,0,0,40,Clouds,scattered clouds,2013-06-01 22:00:00,2616
None,290.11,0,0,1,Clear,sky is clear,2013-06-01 23:00:00,2047
None,289.71,0,0,90,Clouds,overcast clouds,2013-06-02 00:00:00,1221
None,289.06,0,0,1,Clear,sky is clear,2013-06-02 01:00:00,787
None,288.78,0,0,40,Clouds,scattered clouds,2013-06-02 02:00:00,646
None,288.36,0,0,90,Clouds,overcast clouds,2013-06-02 03:00:00,355
None,287.85,0,0,90,Clouds,overcast clouds,2013-06-02 04:00:00,374
None,287.09,0,0,90,Clouds,overcast clouds,2013-06-02 05:00:00,719
None,286.34,0,0,90,Clouds,overcast clouds,2013-06-02 06:00:00,947
None,286.44,0,0,40,Clouds,scattered clouds,2013-06-02 07:00:00,1486
None,287.94,0,0,1,Clear,sky is clear,2013-06-02 08:00:00,2189
None,289.55,0,0,1,Clear,sky is clear,2013-06-02 09:00:00,3154
None,291,0,0,40,Clouds,scattered clouds,2013-06-02 10:00:00,3771
None,292.27,0,0,75,Clouds,broken clouds,2013-06-02 11:00:00,4184
None,293.47,0,0,75,Clouds,broken clouds,2013-06-02 12:00:00,4702
None,294.23,0,0,90,Clouds,overcast clouds,2013-06-02 13:00:00,4535
None,293.6,0,0,90,Clouds,overcast clouds,2013-06-02 14:00:00,4519
None,291.97,0,0,90,Rain,light rain,2013-06-02 15:00:00,4645
None,291.97,0,0,90,Rain,moderate rain,2013-06-02 15:00:00,4645
None,291.04,0,0,90,Rain,light rain,2013-06-02 16:00:00,4502
None,291.04,0,0,90,Mist,mist,2013-06-02 16:00:00,4502
None,290.14,0,0,75,Rain,light rain,2013-06-02 17:00:00,4383
None,289,0,0,90,Clouds,overcast clouds,2013-06-02 18:00:00,4111
None,287.43,0,0,90,Clouds,overcast clouds,2013-06-02 19:00:00,3308
None,285.78,0,0,90,Clouds,overcast clouds,2013-06-02 20:00:00,2981
None,285.03,0,0,90,Clouds,overcast clouds,2013-06-02 21:00:00,2655
None,284.41,0,0,90,Clouds,overcast clouds,2013-06-02 22:00:00,1963
None,284.13,0,0,90,Clouds,overcast clouds,2013-06-02 23:00:00,1189
None,284.11,0,0,90,Clouds,overcast clouds,2013-06-03 00:00:00,596
None,284,0,0,90,Clouds,overcast clouds,2013-06-03 01:00:00,355
None,283.67,0,0,90,Clouds,overcast clouds,2013-06-03 02:00:00,319
None,283.2,0,0,90,Clouds,overcast clouds,2013-06-03 03:00:00,343
None,282.75,0,0,90,Clouds,overcast clouds,2013-06-03 04:00:00,791
None,282.62,0,0,75,Clouds,broken clouds,2013-06-03 05:00:00,2769
None,282.18,0,0,75,Clouds,broken clouds,2013-06-03 06:00:00,5893
None,282.22,0,0,75,Clouds,broken clouds,2013-06-03 07:00:00,6746
None,282.69,0,0,40,Clouds,scattered clouds,2013-06-03 08:00:00,6192
None,283.61,0,0,75,Clouds,broken clouds,2013-06-03 09:00:00,4967
None,284.89,0,0,1,Clear,sky is clear,2013-06-03 10:00:00,4443
None,286.22,0,0,75,Clouds,broken clouds,2013-06-03 11:00:00,4667
None,287.34,0,0,40,Clouds,scattered clouds,2013-06-03 12:00:00,4746
None,288.71,0,0,40,Clouds,scattered clouds,2013-06-03 13:00:00,4761
None,289.74,0,0,1,Clear,sky is clear,2013-06-03 14:00:00,5235
None,290.79,0,0,40,Clouds,scattered clouds,2013-06-03 15:00:00,5739
None,291.37,0,0,1,Clear,sky is clear,2013-06-03 16:00:00,6674
None,291.64,0,0,40,Clouds,scattered clouds,2013-06-03 17:00:00,6079
None,291.87,0,0,20,Clouds,few clouds,2013-06-03 18:00:00,4307
None,291.46,0,0,75,Clouds,broken clouds,2013-06-03 19:00:00,3189
None,290.78,0,0,1,Clear,sky is clear,2013-06-03 20:00:00,2805
None,289.09,0,0,1,Clear,sky is clear,2013-06-03 21:00:00,2375
None,287.43,0,0,1,Clear,sky is clear,2013-06-03 22:00:00,1705
None,285.91,0,0,1,Clear,sky is clear,2013-06-03 23:00:00,1039
None,284.6,0,0,1,Clear,sky is clear,2013-06-04 00:00:00,602
None,283.79,0,0,1,Clear,sky is clear,2013-06-04 01:00:00,345
None,283.04,0,0,1,Clear,sky is clear,2013-06-04 02:00:00,256
None,282.41,0,0,1,Clear,sky is clear,2013-06-04 03:00:00,336
None,281.82,0,0,1,Mist,mist,2013-06-04 04:00:00,821
None,281.33,0,0,1,Mist,mist,2013-06-04 05:00:00,2762
None,280.83,0,0,1,Clear,sky is clear,2013-06-04 06:00:00,6057
None,281.5,0,0,1,Clear,sky is clear,2013-06-04 07:00:00,6635
None,284.94,0,0,1,Clear,sky is clear,2013-06-04 08:00:00,6502
None,287.8,0,0,1,Clear,sky is clear,2013-06-04 09:00:00,4995
None,289.92,0,0,1,Clear,sky is clear,2013-06-04 10:00:00,4438
None,291.77,0,0,1,Clear,sky is clear,2013-06-04 11:00:00,4690
None,292.8,0,0,40,Clouds,scattered clouds,2013-06-04 12:00:00,4906
None,293.2,0,0,40,Clouds,scattered clouds,2013-06-04 13:00:00,4958
None,293.28,0,0,1,Clear,sky is clear,2013-06-04 14:00:00,5470
None,292.7,0,0,40,Clouds,scattered clouds,2013-06-04 15:00:00,5979
None,292.33,0,0,90,Clouds,overcast clouds,2013-06-04 16:00:00,6852
None,292.31,0,0,90,Haze,haze,2013-06-04 17:00:00,6189
None,292.02,0,0,90,Clouds,overcast clouds,2013-06-04 18:00:00,4479
None,291.85,0,0,75,Clouds,broken clouds,2013-06-04 19:00:00,3270
None,291.48,0,0,75,Clouds,broken clouds,2013-06-04 20:00:00,2712
None,290.76,0,0,90,Rain,light rain,2013-06-04 21:00:00,2583
None,290.09,0,0,90,Clouds,overcast clouds,2013-06-04 22:00:00,1899
None,290.01,0,0,90,Clouds,overcast clouds,2013-06-04 23:00:00,1236
None,289.63,0,0,90,Clouds,overcast clouds,2013-06-05 00:00:00,570
None,289.47,0,0,90,Clouds,overcast clouds,2013-06-05 01:00:00,375
None,288.75,0,0,75,Clouds,broken clouds,2013-06-05 02:00:00,249
None,288.35,0,0,75,Clouds,broken clouds,2013-06-05 03:00:00,343
None,288.18,0,0,75,Clouds,broken clouds,2013-06-05 04:00:00,788
None,287.44,0,0,75,Clouds,broken clouds,2013-06-05 05:00:00,2736
None,287.29,0,0,92,Clouds,overcast clouds,2013-06-05 06:00:00,5890
None,287.66,0,0,92,Clouds,overcast clouds,2013-06-05 07:00:00,6085
None,288.02,0,0,92,Clouds,overcast clouds,2013-06-05 08:00:00,5790
None,288.48,0,0,92,Clouds,overcast clouds,2013-06-05 09:00:00,5281
None,288.86,0.25,0,92,Rain,light rain,2013-06-05 10:00:00,4423
None,289.11,0.25,0,92,Rain,moderate rain,2013-06-05 11:00:00,4756
None,289.48,0.25,0,92,Rain,light rain,2013-06-05 12:00:00,4959
None,289.54,0.25,0,92,Rain,light rain,2013-06-05 13:00:00,5093
None,289.78,0,0,92,Rain,light rain,2013-06-05 14:00:00,5550
None,289.3,0.25,0,92,Rain,light rain,2013-06-05 15:00:00,6055
None,289.3,0.25,0,92,Drizzle,drizzle,2013-06-05 15:00:00,6055
None,288.91,0,0,92,Drizzle,light intensity drizzle,2013-06-05 16:00:00,6762
None,288.57,0,0,92,Drizzle,light intensity drizzle,2013-06-05 17:00:00,6547
None,288.57,0,0,92,Rain,light rain,2013-06-05 17:00:00,6547
None,287.92,0,0,92,Rain,light rain,2013-06-05 18:00:00,4599
None,287.41,0,0,92,Rain,light rain,2013-06-05 19:00:00,3378
None,286.69,0.57,0,92,Rain,light rain,2013-06-05 20:00:00,2821
None,286.69,0.57,0,92,Mist,mist,2013-06-05 20:00:00,2821
None,286.48,0.25,0,90,Rain,moderate rain,2013-06-05 21:00:00,2615
None,286.48,0.25,0,90,Drizzle,drizzle,2013-06-05 21:00:00,2615
None,286.26,0.25,0,92,Rain,light rain,2013-06-05 22:00:00,1922
None,286.26,0.25,0,92,Drizzle,light intensity drizzle,2013-06-05 22:00:00,1922
None,285.93,0.38,0,92,Rain,light rain,2013-06-05 23:00:00,1293
None,285.93,0.38,0,92,Drizzle,light intensity drizzle,2013-06-05 23:00:00,1293
None,285.65,0.25,0,92,Rain,light rain,2013-06-06 00:00:00,655
None,285.65,0.25,0,92,Mist,mist,2013-06-06 00:00:00,655
None,285.7,0.25,0,92,Rain,light rain,2013-06-06 01:00:00,372
None,285.7,0.25,0,92,Mist,mist,2013-06-06 01:00:00,372
None,285.65,0,0,92,Mist,mist,2013-06-06 02:00:00,281
None,285.66,0.25,0,92,Rain,light rain,2013-06-06 03:00:00,382
None,285.66,0.25,0,92,Mist,mist,2013-06-06 03:00:00,382
